date,pe,index_value,earnings,earnings_yoy
2019-09-13,27.23,11075.900390625,406.75359495501283,-1.1035442840286236
2019-09-16,27.06,11003.5,406.63340724316333,-1.1490694913192656
2019-09-17,26.6,10817.599609375,406.6766770441729,-1.1235218745693554
2019-09-18,26.66,10840.650390625,406.6260461599775,-1.1600891663721247
2019-09-19,26.32,10704.7998046875,406.71731780727583,-1.112868444075521
2019-09-20,27.72,11274.2001953125,406.71717876307724,-1.1267385580612133
2019-09-23,28.52,11600.2001953125,406.739137283047,-1.122530820294776
2019-09-24,28.49,11588.2001953125,406.7462336017024,-1.0968602570735064
2019-09-25,25.92,11440.2001953125,441.3657482759452,7.298689084508303
2019-09-26,26.22,11571.2001953125,441.3119830401411,7.286828998142503
2019-09-27,26.52,11512.400390625,434.1025788320136,5.527616997151985
2019-09-30,26.44,11474.4501953125,433.9807184308812,5.505093505593983
2019-10-01,26.17,11359.900390625,434.0810237151318,5.518169119983463
2019-10-03,26.07,11314.0,433.98542385884156,5.521574978378929
2019-10-04,25.75,11174.75,433.97087378640776,5.49130239988489
2019-10-07,25.64,11126.400390625,433.9469731132995,5.506646915401281
2019-10-09,26.13,11313.2998046875,432.96210503970536,4.73052667271705
2019-10-10,25.95,11234.5498046875,432.930628311657,4.690220380343901
2019-10-11,26.11,11305.0498046875,432.97777880840675,4.712973743547644
2019-10-14,26.2,11341.150390625,432.86833552003816,4.671702614605544
2019-10-15,26.4,11428.2998046875,432.8901441169508,4.693076506349159
2019-10-16,26.48,11464.0,432.93051359516613,4.717806348190967
2019-10-17,26.76,11586.349609375,432.97270588097905,4.701465462163923
2019-10-18,26.94,11661.849609375,432.88231660634744,4.70189595828312
2019-10-22,26.71,11588.349609375,433.8580909537626,4.917973172211965
2019-10-23,26.75,11604.099609375,433.79811623831773,4.923430740669255
2019-10-24,26.7,11582.599609375,433.8052288155431,4.897302416086635
2019-10-25,26.7,11583.900390625,433.85394721441946,4.602874256944989
2019-10-27,26.8,11583.900390625,432.23508920242534,4.161006600452111
2019-10-29,27.17,11786.849609375,433.81853549411113,4.543719790807366
2019-10-30,27.3,11844.099609375,433.84980254120876,4.383959714411989
2019-10-31,27.38,11877.4501953125,433.8002262714573,4.358652255999584
2019-11-01,27.47,11890.599609375,432.857648684929,4.142381551130869
2019-11-04,27.59,11941.2998046875,432.8126061865712,4.132531481171897
2019-11-05,27.59,11917.2001953125,431.9391154517035,3.8720983518951924
2019-11-06,27.71,11966.0498046875,431.8314617353843,3.841593013344702
2019-11-07,27.75,12012.0498046875,432.8666596283784,4.201404993331814
2019-11-08,27.51,11908.150390625,432.86624466103234,4.188632695132721
2019-11-11,27.52,11913.4501953125,432.9015332599019,4.175446125791105
2019-11-13,27.31,11840.4501953125,433.55731216816184,4.352844964193214
2019-11-14,27.38,11872.099609375,433.6048067704529,4.363452636788034
2019-11-15,27.32,11895.4501953125,435.4117933862555,4.697308723076832
2019-11-18,27.29,11884.5,435.48919017955296,4.7386308173075875
2019-11-19,27.31,11940.099609375,437.20613728945443,5.158788213744203
2019-11-20,27.23,11999.099609375,440.65734885695923,5.979389419138603
2019-11-21,27.89,11968.400390625,429.128733977232,3.2017602619471175
2019-11-22,27.77,11914.400390625,429.0385448550594,3.1594262374120774
2019-11-25,28.14,12073.75,429.06005685856434,3.1761569045298144
2019-11-26,28.05,12037.7001953125,429.1515221145276,3.2081631269192723
2019-11-27,28.2,12100.7001953125,429.1028438054078,3.175401775043585
2019-11-28,28.32,12151.150390625,429.066044866702,3.157522081092412
2019-11-29,28.1,12056.0498046875,429.04091831628114,3.4145656384880763
2019-12-02,28.08,12048.2001953125,429.06695852252494,3.651865535210863
2019-12-03,27.95,11994.2001953125,429.13059732781755,3.804339826354286
2019-12-04,28.07,12043.2001953125,429.0416884685607,3.7913458518683107
2019-12-05,28.01,12018.400390625,429.07534418511244,3.820971871134282
2019-12-06,27.78,11921.5,429.13966882649385,3.8199682954554115
2019-12-09,27.82,11937.5,429.09777138749104,3.79536502360438
2019-12-10,27.63,11856.7998046875,429.1277526126493,3.8147120826099057
2019-12-11,27.76,11910.150390625,429.03999966228383,3.8111411851333044
2019-12-12,27.9,11971.7998046875,429.0967671931004,3.823036942837743
2019-12-13,28.17,12086.7001953125,429.062839734203,3.8138450419008763
2019-12-16,28.09,12053.9501953125,429.1189104774831,3.811646215017883
2019-12-17,28.35,12165.0,429.10052910052906,3.7930315781612878
2019-12-18,28.48,12221.650390625,429.13098281688906,3.813314589007155
2019-12-19,28.57,12259.7001953125,429.1109623840567,3.824906946653206
2019-12-20,28.6,12271.7998046875,429.0839092548077,3.81623653144465
2019-12-23,28.58,12262.75,429.0675297410777,3.7978522384684688
2019-12-24,28.47,12214.5498046875,429.03230785695473,3.787179824039999
2019-12-26,28.26,12126.5498046875,429.1065040582979,3.8081571529895886
2019-12-27,28.48,12245.7998046875,429.97892572638693,4.012301137655316
2019-12-30,28.5,12255.849609375,430.0298108552632,4.054984928660232
2019-12-31,28.3,12168.4501953125,429.9805722725265,4.036586298411193
2020-01-01,28.33,12182.5,430.02117896223086,4.0422602074887015
2020-01-02,28.56,12282.2001953125,430.0490264465161,4.046870487328769
2020-01-03,28.44,12226.650390625,429.91035128779885,4.009927500790211
2020-01-06,27.89,11993.0498046875,430.0125422978666,3.584081822916163
2020-01-07,28.03,12052.9501953125,430.00179077104883,3.5958137528842027
2020-01-08,27.97,12025.349609375,429.93741899803365,4.015683006512782
2020-01-09,28.41,12215.900390625,429.9859342001056,3.5870677711627996
2020-01-10,28.51,12256.7998046875,429.9123046189933,3.5680887512410164
